"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","threshold","down_in_daf.16_SVIP"
"WBGene00000149",1030.11924379117,-2.09600403852245,0.0719080199325158,-29.148404315534,8.7522451420418e-187,1.03330579584274e-185,TRUE,TRUE
"WBGene00000150",626.914374917849,0.811266122715076,0.0826418886263111,9.81664548330263,9.54675555721759e-23,2.99217103706081e-22,TRUE,FALSE
"WBGene00000151",2969.31541802968,-0.437705987520309,0.0452364145766252,-9.67596551620788,3.81473641078307e-22,1.18065811005311e-21,TRUE,TRUE
"WBGene00000155",15194.198695435,0.930633362590518,0.0366139690782878,25.4174400104136,1.61799224523146e-142,1.44998324236841e-141,TRUE,FALSE
"WBGene00000156",5347.2959191993,1.21819290795323,0.0423229845791981,28.7832467408733,3.47659086112315e-182,4.00331818884948e-181,TRUE,FALSE
"WBGene00000158",1463.5895644358,-1.2705556130126,0.0581067591130603,-21.8658832880429,5.48926422948259e-106,3.77600287340676e-105,TRUE,TRUE
"WBGene00000159",2004.95826170603,-0.614529679230965,0.051647486267608,-11.8985399608186,1.20435786221992e-32,4.34126594760748e-32,TRUE,TRUE
"WBGene00000160",1027.66820701573,-2.23371856819603,0.0718405659584143,-31.0927195296462,3.02115458088963e-212,4.03108339792987e-211,TRUE,TRUE
"WBGene00000161",377.560798756876,-0.773995585924362,0.103363983784602,-7.48805877622976,6.98997254424591e-14,1.79467651823247e-13,TRUE,TRUE
"WBGene00000162",776.415739160675,-1.37844313145206,0.0791313732404161,-17.4196791361638,5.85042932300626e-68,2.96614649512609e-67,TRUE,TRUE
"WBGene00000163",5338.76915487039,1.25112024150878,0.0387091864775576,32.3210161555356,3.54479250358059e-229,5.17318155991292e-228,TRUE,FALSE
"WBGene00000164",561.529134420918,0.637796187359139,0.0854532842098737,7.46368256359473,8.41371628474824e-14,2.15364491746631e-13,TRUE,FALSE
"WBGene00000165",6256.99229511027,0.245665489935829,0.0994833472202192,2.46941319125518,0.013533485022493,0.0211454414682298,TRUE,FALSE
"WBGene00000166",21.4379678438911,2.25989552702373,0.476096748799628,4.74671489087366,2.06747055309179e-06,4.20599164310009e-06,TRUE,FALSE
"WBGene00000168",1348.32211345579,-1.96984256678263,0.0645491159528614,-30.5169565485785,1.55254531764022e-204,1.98943535672008e-203,TRUE,TRUE
"WBGene00000169",542.80508537259,1.26762327580666,0.0924303539692787,13.7143613690799,8.32965724896691e-43,3.41223678532241e-42,TRUE,FALSE
"WBGene00000170",252.809318392721,-1.62669418514506,0.13655292684169,-11.9125545147116,1.0180962935223e-32,3.67932822155997e-32,TRUE,TRUE
"WBGene00000174",7.73797186275101,1.75967386045393,0.789156795320131,2.22981525457193,0.0257597102540861,0.0390436574821218,TRUE,FALSE
"WBGene00000175",736.560876493921,-1.32067955541115,0.0791589910655242,-16.6838856538476,1.71679635694401e-62,8.25594403688292e-62,TRUE,TRUE
"WBGene00000176",2042.04271723453,0.637285082285016,0.0489370947595682,13.0225360826189,9.10943476296221e-39,3.54180890922573e-38,TRUE,FALSE
"WBGene00000177",215.537922689387,1.08173877704606,0.136948306153648,7.89888394700121,2.81411740643095e-15,7.50967330744717e-15,TRUE,FALSE
"WBGene00000179",1032.66806435896,0.533808002395625,0.0656305634426881,8.13352764922966,4.16974928887495e-16,1.130674597493e-15,TRUE,FALSE
"WBGene00000180",281.818364547666,1.10448019214545,0.124798804137289,8.85008634321874,8.74516117400388e-19,2.54014598578703e-18,TRUE,FALSE
"WBGene00000181",3315.41136794482,0.339252104374011,0.0509404961118684,6.65977228861284,2.74252163510365e-11,6.57173228753743e-11,TRUE,FALSE
"WBGene00000182",5651.41953962418,-0.660798533908367,0.0391990678115014,-16.8575063337216,9.24063075803336e-64,4.51084449198771e-63,TRUE,TRUE
"WBGene00000183",4758.33869564941,-0.693386373886735,0.0381450113417401,-18.1776423573375,7.7598924083686e-74,4.10249406193374e-73,TRUE,TRUE
"WBGene00000184",685.037549529749,-0.568218927098305,0.0783154093335082,-7.25551882999845,4.00125105431502e-13,1.00341635926528e-12,TRUE,TRUE
"WBGene00000186",459.878602751853,-1.51182033576504,0.0989927199411031,-15.2720355260923,1.17448882346364e-52,5.23475771475893e-52,TRUE,TRUE
"WBGene00000187",2171.7245621579,0.501837841115123,0.0498242380448711,10.0721628831167,7.33470711714732e-24,2.3336694938206e-23,TRUE,FALSE
"WBGene00000189",1127.72222052486,0.668143923229683,0.0660010346676918,10.1232340764613,4.35773714282021e-24,1.39176057836424e-23,TRUE,FALSE
"WBGene00000190",317.103034119159,2.14084497070914,0.155678274358503,13.7517259844434,4.97288297409526e-43,2.04311115739222e-42,TRUE,FALSE
"WBGene00000192",4445.78734998131,0.778404667419945,0.0392990241522613,19.8072263678627,2.57905704871972e-87,1.53537914670949e-86,TRUE,FALSE
"WBGene00000195",160.755187870564,-1.41112564271536,0.158701778373097,-8.8916813483835,6.01910978208073e-19,1.75439101345945e-18,TRUE,TRUE
"WBGene00000196",1900.58853771729,1.48895585791497,0.0547636270556542,27.1887736070111,8.8173494615905e-163,8.86586597776671e-162,TRUE,FALSE
"WBGene00000197",3298.4067760788,-2.93664180076161,0.0493348974873121,-59.5246357107938,0,0,TRUE,TRUE
"WBGene00000198",2979.46118265598,-0.164880840323746,0.0446375634691763,-3.69376882404439,0.000220954689776028,0.000399772949258996,TRUE,TRUE
"WBGene00000199",1241.82022274602,-2.56952659315249,0.0734451263807352,-34.9856650777917,3.71686049893103e-268,6.61947655805387e-267,TRUE,TRUE
"WBGene00000200",3201.67511200747,0.188881382946387,0.0470090429954886,4.01797975263001,5.86992395454758e-05,0.000110287395534034,TRUE,FALSE
"WBGene00000201",1628.78714841419,-1.16983500304097,0.0562201717991338,-20.8081008222567,3.65541226465577e-96,2.33846236656746e-95,TRUE,TRUE
"WBGene00000202",4470.2053113303,1.0597179616081,0.0427252546545654,24.8030812262196,8.304315302201e-136,7.06539214881595e-135,TRUE,FALSE
"WBGene00000203",1436.35587226719,0.348791410871548,0.0604294949298777,5.77187367321678,7.83948814073561e-09,1.74335283891597e-08,TRUE,FALSE
"WBGene00000204",1750.10644139822,0.197807041498281,0.0548651646563479,3.60533031728348,0.000311756137382678,0.000555687466250804,TRUE,FALSE
"WBGene00000205",1251.31656120418,0.177414421801631,0.0633215514300952,2.8018015635244,0.00508181211150295,0.00824666266588684,TRUE,FALSE
"WBGene00000206",8701.93150230296,-0.0837044615498135,0.0339507658234441,-2.46546608065062,0.0136835130114272,0.0213719082820619,TRUE,TRUE
"WBGene00000207",1583.33661371268,-1.67437330105408,0.0608722228528919,-27.5063604150038,1.47354021504695e-166,1.52544076941929e-165,TRUE,TRUE
"WBGene00000208",819.44862268302,-0.92180135894418,0.0778659231616928,-11.8383154211119,2.47371697348302e-32,8.85607533181357e-32,TRUE,TRUE
"WBGene00000209",4384.38449250461,-0.165431311575546,0.0456805132334934,-3.62148539640859,0.000292916342941098,0.000524330233978464,TRUE,TRUE
"WBGene00000210",1396.19874024871,-0.224198033175424,0.0625027183187545,-3.58701252051226,0.000334488268597141,0.000595700929200756,TRUE,TRUE
"WBGene00000211",636.951541686528,0.557504348814265,0.0802359442387874,6.9483116837897,3.69683546783301e-12,9.09707228998954e-12,TRUE,FALSE
"WBGene00000212",357.162327308668,0.425046574846328,0.109366049392639,3.88645815778124,0.000101717449553097,0.000188749863342899,TRUE,FALSE
"WBGene00000213",788.159504915012,0.430200015393401,0.0791877048265028,5.43266175394214,5.5519587092948e-08,1.2009718196174e-07,TRUE,FALSE
"WBGene00000214",22531.4243484287,-2.37093873594265,0.0306717490110052,-77.3004087602551,0,0,TRUE,TRUE
"WBGene00000215",4748.03023182103,-1.06844929692349,0.0435038602589001,-24.5598733207796,3.39251746201132e-133,2.81793495905802e-132,TRUE,TRUE
"WBGene00000216",12571.424562267,-2.93486318814162,0.033033937077168,-88.8438814085561,0,0,TRUE,TRUE
"WBGene00000217",21390.5055091466,0.38282439258393,0.0353570326824895,10.8273902966275,2.55328660907887e-27,8.5441589314956e-27,TRUE,FALSE
"WBGene00000218",3641.04760230305,-2.77960435886889,0.0474425802341606,-58.5888108351126,0,0,TRUE,TRUE
"WBGene00000219",13382.4532457678,-2.45152030401547,0.0317815070456888,-77.1366914882666,0,0,TRUE,TRUE
"WBGene00000221",448.382980227436,-0.428317610156755,0.0929278817764846,-4.60913992623838,4.04338146792265e-06,8.07715413958123e-06,TRUE,TRUE
"WBGene00000222",154.910565638494,-0.503528033380963,0.157856147647036,-3.18979045723861,0.0014237598568417,0.0024266272012594,TRUE,TRUE
"WBGene00000223",3025.29320992358,-0.72933202306653,0.043162263674911,-16.8974460783546,4.69819285162724e-64,2.30414288861018e-63,TRUE,TRUE
"WBGene00000224",162.669643029514,-0.615038215996815,0.151890790309126,-4.04921335088914,5.13900798722073e-05,9.70752834619718e-05,TRUE,TRUE
"WBGene00000225",152.052568297449,-2.20606643879224,0.179047107104615,-12.3211509779002,6.9692441417454e-35,2.59218877236778e-34,TRUE,TRUE
"WBGene00000226",6273.63106783339,1.77114331994621,0.0398403248232721,44.4560461743932,0,0,TRUE,FALSE
"WBGene00000227",349.897496565368,-1.34634858000519,0.112204238515668,-11.9990884285284,3.59231067258836e-33,1.30836063751204e-32,TRUE,TRUE
"WBGene00000229",20650.1308128536,-2.71166622479323,0.0301973355501897,-89.7981949528721,0,0,TRUE,TRUE
"WBGene00000230",6610.49169281053,-1.03991932322226,0.0365088419001117,-28.4840402789954,1.84689749066399e-178,2.08669627775826e-177,TRUE,TRUE
"WBGene00000231",2493.52268509865,-3.12079324084476,0.0557955908370689,-55.9326139220915,0,0,TRUE,TRUE
"WBGene00000232",146.094636073322,1.52691443276489,0.183078265312892,8.34022777174176,7.41475724608639e-17,2.03687743171903e-16,TRUE,FALSE
"WBGene00000233",310.317308224686,0.433433162104272,0.111949926971943,3.87166989588925,0.000108092275641446,0.000200049244615147,TRUE,FALSE
"WBGene00000235",3986.17049750636,-0.46191321596006,0.0385900553278124,-11.9697474397543,5.11841903352977e-33,1.85774742641845e-32,TRUE,TRUE
"WBGene00000236",1495.26932119285,-1.01532243188448,0.0563727871135151,-18.0108609822674,1.60118570965782e-72,8.34960736686331e-72,TRUE,TRUE
"WBGene00000237",75.7164141993013,-1.30973631393671,0.226518661240505,-5.78202390374409,7.38072170955894e-09,1.6430706221015e-08,TRUE,TRUE
"WBGene00000239",707.376791563244,0.811011647496908,0.0830596804200006,9.76420380377021,1.60366666973378e-22,4.98905330339828e-22,TRUE,FALSE
"WBGene00000240",2035.5661998847,1.11724765760322,0.0572660052127099,19.5097886338202,9.06561593487718e-85,5.29205330198455e-84,TRUE,FALSE
"WBGene00000242",26.2286162835579,1.5404782384113,0.398364895874367,3.86700297733344,0.000110181083272327,0.000203646039135265,TRUE,FALSE
"WBGene00000245",577.339665722754,1.2500620464166,0.0869241751912039,14.3810630778708,6.80413133629819e-47,2.90332629507221e-46,TRUE,FALSE
"WBGene00000246",178.887797993581,1.26723358493489,0.152640368431551,8.30208678055674,1.02298438004911e-16,2.79922093056406e-16,TRUE,FALSE
"WBGene00000247",2034.33761689819,0.876446432882523,0.0548107489814657,15.9904115373226,1.49043154046072e-57,6.91422049068036e-57,TRUE,FALSE
"WBGene00000248",522.753624476584,-0.409541556703716,0.0930956329917964,-4.39914895621157,1.08676216670712e-05,2.12647178150374e-05,TRUE,TRUE
"WBGene00000249",1923.03352525954,-0.371387419342131,0.052947816701874,-7.01421592949244,2.31242035613737e-12,5.71711926873257e-12,TRUE,TRUE
"WBGene00000250",514.872058517803,-0.54994252981993,0.0998194058137059,-5.50937490898607,3.60110194731593e-08,7.84219247905121e-08,TRUE,TRUE
"WBGene00000251",10.1963321145118,-2.84013117524411,0.7416776695873,-3.82933353895429,0.000128490761557426,0.000236758733373898,TRUE,TRUE
"WBGene00000252",89.6375897815546,0.839761968954913,0.237967052692727,3.52890015425475,0.00041729053929175,0.000738161673671391,TRUE,FALSE
"WBGene00000253",265.258981049539,0.464723917649357,0.123000158299262,3.7782383703822,0.000157941664843473,0.000289250029340792,TRUE,FALSE
"WBGene00000254",5645.28971169921,0.661640970717874,0.0366273107739594,18.0641427595136,6.10631388323827e-73,3.20409953199132e-72,TRUE,FALSE
"WBGene00000256",150.209672487025,-1.79449048611255,0.176265699175755,-10.1805994842097,2.4206547212195e-24,7.79617761937591e-24,TRUE,TRUE
"WBGene00000259",2436.70535512316,1.03885406016355,0.0508101220356502,20.4458091920081,6.54636268088554e-93,4.04622975702381e-92,TRUE,FALSE
"WBGene00000262",218.933280792977,0.50411222911862,0.133941489926879,3.76367494040736,0.000167434499746288,0.000305702520605407,TRUE,FALSE
"WBGene00000263",5030.68662823104,-0.207376119650303,0.0434943592706388,-4.76788537934146,1.86169644580052e-06,3.79471879810844e-06,TRUE,TRUE
"WBGene00000265",820.924120897074,-0.586805741976588,0.0704618682566658,-8.32799011004189,8.22263816129896e-17,2.25733169117828e-16,TRUE,TRUE
"WBGene00000266",616.065532048542,0.448284054968168,0.0898178974431422,4.99103260852825,6.00573567146444e-07,1.25645132041638e-06,TRUE,FALSE
"WBGene00000267",90.5240411567854,1.29140257211816,0.219443117351975,5.8849080695788,3.98275305665149e-09,8.92773925178998e-09,TRUE,FALSE
"WBGene00000268",1825.79013947284,0.452374099600484,0.0533781319728604,8.47489567133014,2.35290302398412e-17,6.5796749233568e-17,TRUE,FALSE
"WBGene00000269",331.739167185568,-0.388069531366106,0.110358416697177,-3.51644707291304,0.000437363848702424,0.000772045466651108,TRUE,TRUE
"WBGene00000270",825.102266539571,0.382144967674985,0.0757494368651431,5.0448555591947,4.53864097350857e-07,9.52366850307365e-07,TRUE,FALSE
"WBGene00000271",2461.01181963976,0.964538389414358,0.0464129947542203,20.781645194887,6.34468017959067e-96,4.04653881560237e-95,TRUE,FALSE
"WBGene00000273",3104.20916335979,-1.37286753782241,0.0447232939092827,-30.6969236346311,6.25600441344572e-207,8.14055311136606e-206,TRUE,TRUE
"WBGene00000274",744.755481176221,-1.91548525830245,0.0832467420431195,-23.0097324086302,3.72465626904771e-117,2.78553919907607e-116,TRUE,TRUE
"WBGene00000275",3945.71442426532,-0.648538858778339,0.0405279141723458,-16.0022757653013,1.23188490287433e-57,5.72111850473019e-57,TRUE,TRUE
"WBGene00000276",3749.97512437471,0.409402459768655,0.0449207575964539,9.11388145869058,7.94861436868782e-20,2.34396402440418e-19,TRUE,FALSE
"WBGene00000277",742.330112543784,-0.813579310270574,0.079262045434533,-10.2644248683004,1.01926506241512e-24,3.3029846240021e-24,TRUE,TRUE
"WBGene00000281",477.581010387587,-1.51629793100451,0.096784637888338,-15.666721125246,2.55420504631871e-55,1.16309033690981e-54,TRUE,TRUE
"WBGene00000282",1653.48798729679,-0.170341269424292,0.0542177038319831,-3.14180161432449,0.00167911765217139,0.00284914472833118,TRUE,TRUE
"WBGene00000283",354.587455035609,0.263369622718843,0.108579028165281,2.42560305769118,0.0152829758644451,0.0237816910619262,TRUE,FALSE
"WBGene00000285",143.893952491803,1.74905934118711,0.175341266880544,9.97517225867143,1.95761466214229e-23,6.19567351278921e-23,TRUE,FALSE
